GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
310M200US36740,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",176100,2904
310M200US36780,36780,"Oshkosh-Neenah, WI Metro Area",144200,4610
310M200US36980,36980,"Owensboro, KY Metro Area",115000,5456
310M200US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",528700,13334
310M200US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",158800,4448
310M200US37460,37460,"Panama City, FL Metro Area",164900,5776
310M200US37620,37620,"Parkersburg-Vienna, WV Metro Area",109000,9218
310M200US37860,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",142700,6161
310M200US37900,37900,"Peoria, IL Metro Area",137100,3533
310M200US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",240900,1678
310M200US38060,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",219100,2172
310M200US38220,38220,"Pine Bluff, AR Metro Area",81900,4965
310M200US38300,38300,"Pittsburgh, PA Metro Area",143200,1510
310M200US38340,38340,"Pittsfield, MA Metro Area",209400,15160
310M200US38540,38540,"Pocatello, ID Metro Area",151500,6774
310M200US38860,38860,"Portland-South Portland, ME Metro Area",245800,4131
310M200US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",303100,3880
310M200US38940,38940,"Port St. Lucie, FL Metro Area",165800,6585
310M200US39140,39140,"Prescott, AZ Metro Area",216300,9430
310M200US39300,39300,"Providence-Warwick, RI-MA Metro Area",254500,3613
310M200US39340,39340,"Provo-Orem, UT Metro Area",251600,4614
310M200US39380,39380,"Pueblo, CO Metro Area",148000,6960
310M200US39460,39460,"Punta Gorda, FL Metro Area",167300,5925
310M200US39540,39540,"Racine, WI Metro Area",162000,4816
310M200US39580,39580,"Raleigh, NC Metro Area",225000,4249
310M200US39660,39660,"Rapid City, SD Metro Area",170300,6593
310M200US39740,39740,"Reading, PA Metro Area",171100,4475
310M200US39820,39820,"Redding, CA Metro Area",238900,9917
310M200US39900,39900,"Reno, NV Metro Area",268100,6544
310M200US40060,40060,"Richmond, VA Metro Area",219700,3527
310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",299300,3528
310M200US40220,40220,"Roanoke, VA Metro Area",172600,5097
310M200US40340,40340,"Rochester, MN Metro Area",173700,3892
